x, y,not,nand,and,orn,or,andn,nor,xor
25,35,1,14,21,7,5,5,0,14
26,35,2,14,20,8,4,4,0,14
27,35,2,15,19,8,3,3,0,13
28,35,2,15,18,9,3,2,0,13
29,35,3,16,17,10,2,2,0,12
30,35,3,16,16,11,2,0,0,12
31,35,4,17,15,12,1,0,0,11
32,35,4,18,14,12,1,0,0,11
33,35,5,19,14,13,0,0,0,10
34,35,5,20,13,14,0,0,0,10
35,35,5,20,12,15,0,0,0,10
36,35,6,21,11,16,0,0,0,9
37,35,6,22,10,17,0,0,0,9
38,35,7,22,10,18,0,0,0,9
39,35,8,21,9,19,0,0,0,8
40,35,8,20,8,20,0,0,0,8
41,35,9,19,8,21,0,0,0,8
42,35,9,18,7,20,0,0,0,7
43,35,10,17,7,19,0,0,0,7
44,35,10,16,6,18,0,0,0,7
45,35,11,15,6,17,0,0,0,7
46,35,12,14,6,16,0,0,0,7
47,35,12,14,5,15,0,0,0,7
48,35,12,13,5,14,0,0,0,7
49,35,11,13,5,13,0,0,0,6
50,35,10,12,5,12,0,0,0,6
51,35,9,12,5,12,0,0,0,6
52,35,8,12,4,11,0,0,0,6
53,35,7,12,4,10,0,0,0,6
54,35,6,12,4,9,0,0,0,6
55,35,5,11,4,8,0,0,0,6
56,35,4,11,4,8,0,0,0,6
57,35,3,11,4,7,0,0,0,6
58,35,2,11,4,7,0,0,0,6
0,36,0,12,4,6,1,1,1,7
1,36,0,12,4,5,2,2,2,7
2,36,0,12,4,5,3,3,3,7
3,36,0,12,4,4,4,4,4,8
4,36,0,12,5,4,5,5,5,8
5,36,0,12,6,3,6,6,5,8
6,36,0,12,7,3,7,7,4,8
7,36,0,12,8,3,8,8,3,8
8,36,0,12,9,3,9,9,2,9
9,36,0,12,10,3,10,10,2,10
10,36,0,12,11,2,11,11,0,11
11,36,0,12,12,2,12,12,0,12
12,36,0,12,13,2,13,13,0,13
13,36,0,12,14,2,12,14,0,14
14,36,0,12,15,3,12,15,0,15
15,36,0,12,16,3,11,15,0,16
16,36,0,12,17,3,10,14,0,17
17,36,0,12,18,3,10,13,0,18
18,36,0,12,19,3,9,12,0,19
19,36,0,13,20,4,8,11,0,19
20,36,0,13,21,4,8,10,0,18
21,36,1,13,22,5,7,9,0,17
22,36,1,13,23,5,7,8,0,17
23,36,1,13,23,6,6,7,0,16
24,36,2,14,22,6,6,6,0,15
25,36,2,14,21,7,5,5,0,15
26,36,2,15,20,7,4,4,0,14
27,36,3,15,19,8,4,3,0,14
28,36,3,16,18,9,3,3,0,13
29,36,3,16,17,10,3,2,0,13
30,36,4,17,16,11,2,0,0,12
31,36,4,17,15,11,2,0,0,12
32,36,5,18,14,12,2,0,0,11
33,36,5,19,13,13,1,0,0,11
34,36,6,20,13,14,0,0,0,11
35,36,6,21,12,15,0,0,0,10
36,36,6,21,11,16,0,0,0,10
37,36,7,22,10,17,0,0,0,10
38,36,7,22,9,18,0,0,0,9
39,36,8,21,9,19,0,0,0,9
40,36,9,20,8,20,0,0,0,9
41,36,9,19,7,21,0,0,0,8
42,36,10,18,7,20,0,0,0,8
43,36,10,17,6,19,0,0,0,8
44,36,11,16,6,18,0,0,0,8
45,36,11,15,5,17,0,0,0,8
46,36,12,15,5,16,0,0,0,8
47,36,13,14,5,15,0,0,0,8
48,36,12,14,4,14,0,0,0,7
49,36,11,13,4,13,0,0,0,7
50,36,10,13,4,12,0,0,0,7
51,36,9,13,4,11,0,0,0,7
52,36,8,13,4,11,0,0,0,7
53,36,7,13,3,10,0,0,0,7
54,36,6,12,3,9,0,0,0,7
55,36,5,12,3,8,0,0,0,7
56,36,4,12,3,7,0,0,0,7
57,36,3,12,3,7,0,0,0,7
58,36,2,12,3,6,0,0,0,7
0,37,1,13,3,5,1,1,1,8
1,37,1,13,3,5,2,2,2,8
2,37,1,13,3,4,3,3,3,8
3,37,0,13,4,4,4,4,4,8
4,37,0,13,5,3,5,5,5,9
5,37,0,13,6,3,6,6,5,9
6,37,0,13,7,2,7,7,4,9
7,37,0,13,8,2,8,8,3,9
8,37,0,13,9,2,9,9,3,9
9,37,0,13,10,2,10,10,2,10
10,37,0,13,11,2,11,11,0,11
11,37,0,13,12,0,12,12,0,12
12,37,0,13,13,1,13,13,0,13
13,37,0,13,14,2,13,14,0,14
14,37,0,13,15,2,12,15,0,15
15,37,0,13,16,2,11,15,0,16
16,37,0,13,17,2,11,14,0,17
17,37,0,13,18,2,10,13,0,18
18,37,1,13,19,3,9,12,0,19
19,37,1,13,20,3,9,11,0,19
20,37,1,14,21,4,8,10,0,18
21,37,1,14,22,4,8,9,0,18
22,37,2,14,23,5,7,8,0,17
23,37,2,14,23,5,7,7,0,16
24,37,2,14,22,6,6,6,0,16
25,37,3,15,21,6,5,5,0,15
26,37,3,15,20,7,5,4,0,15
27,37,3,16,19,8,4,4,0,14
28,37,4,16,18,9,4,3,0,14
29,37,4,17,17,10,3,2,0,13
30,37,4,17,16,10,3,0,0,13
31,37,5,18,15,11,3,0,0,12
32,37,5,18,14,12,2,0,0,12
33,37,6,19,13,13,2,0,0,12
34,37,6,20,12,14,1,0,0,11
35,37,7,21,12,15,0,0,0,11
36,37,7,22,11,16,0,0,0,11
37,37,7,22,10,17,0,0,0,10
38,37,8,22,9,18,0,0,0,10
39,37,8,21,8,19,0,0,0,10
40,37,9,20,8,20,0,0,0,9
41,37,10,19,7,21,0,0,0,9
42,37,10,18,6,20,0,0,0,9
43,37,11,17,6,19,0,0,0,9
44,37,11,16,5,18,0,0,0,9
45,37,12,16,5,17,0,0,0,9
46,37,12,15,4,16,0,0,0,9
47,37,13,15,4,15,0,0,0,8
48,37,12,14,4,14,0,0,0,8
49,37,11,14,3,13,0,0,0,8
50,37,10,14,3,12,0,0,0,8
51,37,9,14,3,11,0,0,0,8
52,37,8,14,3,10,0,0,0,8
53,37,7,13,3,10,0,0,0,8
54,37,6,13,2,9,0,0,0,8
55,37,5,13,2,8,0,0,0,8
56,37,4,13,2,7,0,0,0,8
57,37,3,13,2,6,0,0,0,8
58,37,2,13,3,6,0,0,0,8
0,38,2,14,2,5,1,1,1,9
1,38,2,14,2,4,2,2,2,9
2,38,2,14,3,4,3,3,3,9
3,38,1,14,4,3,4,4,4,9
4,38,1,14,5,3,5,5,5,9
5,38,1,14,6,2,6,6,5,10
6,38,1,14,7,2,7,7,4,10
7,38,1,14,8,0,8,8,4,10
8,38,1,14,9,0,9,9,3,10
9,38,1,14,10,0,10,10,2,10
10,38,0,14,11,0,11,11,1,11
11,38,1,14,12,0,12,12,0,12
12,38,1,14,13,0,13,13,0,13
13,38,1,14,14,0,13,14,0,14
14,38,1,14,15,0,12,15,0,15
15,38,1,14,16,0,12,15,0,16
16,38,1,14,17,1,11,14,0,17
17,38,1,14,18,2,10,13,0,18
18,38,1,14,19,2,10,12,0,19
19,38,2,14,20,3,9,11,0,19
20,38,2,14,21,3,9,10,0,19
21,38,2,15,22,4,8,9,0,18
22,38,2,15,23,4,8,8,0,17
23,38,3,15,23,5,7,7,0,17
24,38,3,15,22,5,6,6,0,16
25,38,3,15,21,6,6,5,0,16
26,38,4,16,20,7,5,5,0,15
27,38,4,16,19,8,5,4,0,15
28,38,4,17,18,9,4,3,0,14
29,38,5,17,17,9,4,2,0,14
30,38,5,18,16,10,4,0,0,13
31,38,5,18,15,11,3,0,0,13
32,38,6,19,14,12,3,0,0,13
33,38,6,19,13,13,2,0,0,12
34,38,7,20,12,14,2,0,0,12
35,38,7,21,11,15,1,0,0,12
36,38,8,22,11,16,1,0,0,11
37,38,8,23,10,17,0,0,0,11
38,38,8,22,9,18,0,0,0,11
39,38,9,21,8,19,0,0,0,10
40,38,9,20,7,20,0,0,0,10
41,38,10,19,7,21,0,0,0,10
42,38,11,18,6,20,0,0,0,10
43,38,11,17,5,19,0,0,0,10
44,38,12,17,5,18,0,0,0,10
45,38,12,16,4,17,0,0,0,10
46,38,13,16,4,16,0,0,0,9
47,38,13,15,3,15,0,0,0,9
48,38,12,15,3,14,0,0,0,9
49,38,11,15,3,13,0,0,0,9
50,38,10,15,2,12,0,0,0,9
51,38,9,15,2,11,0,0,0,9
52,38,8,14,2,10,0,0,0,9
53,38,7,14,2,9,0,0,0,9
54,38,6,14,2,9,0,0,0,9
55,38,5,14,0,8,0,0,0,9
56,38,4,14,1,7,0,0,0,9
57,38,3,14,2,6,0,0,0,9
58,38,2,14,2,5,0,0,0,9
0,39,3,15,1,4,1,1,1,10
1,39,3,15,2,4,2,2,2,10
2,39,2,15,3,3,3,3,3,10
3,39,2,15,4,3,4,4,4,10
4,39,2,15,5,2,5,5,5,10
5,39,2,15,6,2,6,6,5,10
6,39,2,15,7,0,7,7,5,11
7,39,2,15,8,0,8,8,4,11
8,39,2,15,9,0,9,9,3,11
9,39,2,15,10,0,10,10,2,11
10,39,1,15,11,0,11,11,2,11
11,39,1,15,12,0,12,12,0,12
12,39,2,15,13,0,13,13,0,13
13,39,2,15,14,0,13,14,0,14
14,39,2,15,15,0,13,15,0,15
15,39,2,15,16,0,12,15,0,16
16,39,2,15,17,0,11,14,0,17
17,39,2,15,18,1,11,13,0,18
18,39,2,15,19,2,10,12,0,19
19,39,2,15,20,2,10,11,0,20
20,39,3,15,21,3,9,10,0,19
21,39,3,15,22,3,9,9,0,18
22,39,3,16,23,4,8,8,0,18
23,39,3,16,23,4,7,7,0,17
24,39,4,16,22,5,7,6,0,17
25,39,4,16,21,6,6,6,0,16
26,39,4,16,20,7,6,5,0,16
27,39,5,17,19,8,5,4,0,15
28,39,5,17,18,8,5,3,0,15
29,39,5,18,17,9,5,2,0,14
30,39,6,18,16,10,4,0,0,14
31,39,6,19,15,11,4,0,0,14
32,39,6,19,14,12,3,0,0,13
33,39,7,20,13,13,3,0,0,13
34,39,7,20,12,14,2,0,0,13
35,39,8,21,11,15,2,0,0,12
36,39,8,22,10,16,2,0,0,12
37,39,9,23,10,17,1,0,0,12
38,39,9,22,9,18,1,0,0,11
39,39,9,21,8,19,0,0,0,11
40,39,10,20,7,20,0,0,0,11
41,39,10,19,6,21,0,0,0,11
42,39,11,18,6,20,0,0,0,11
43,39,12,18,5,19,0,0,0,11
44,39,12,17,4,18,0,0,0,11
45,39,13,17,4,17,0,0,0,10
46,39,13,16,3,16,0,0,0,10
47,39,13,16,3,15,0,0,0,10
48,39,12,16,2,14,0,0,0,10
49,39,11,16,2,13,0,0,0,10
50,39,10,16,2,12,0,0,0,10
51,39,9,15,0,11,0,0,0,10
52,39,8,15,0,10,0,0,0,10
53,39,7,15,0,9,0,0,0,10
54,39,6,15,0,8,0,0,0,10
55,39,5,15,0,8,0,0,0,10
56,39,4,15,0,7,0,0,0,10
57,39,3,15,0,6,0,0,0,10
58,39,3,15,0,5,0,0,0,10
0,40,4,16,1,4,1,1,1,11
1,40,3,16,2,3,2,2,2,11
2,40,3,16,3,3,3,3,3,11
3,40,3,16,4,2,4,4,4,11
4,40,3,16,5,2,5,5,5,11
5,40,3,16,6,0,6,6,6,11
6,40,3,16,7,0,7,7,5,11
7,40,3,16,8,0,8,8,4,12
8,40,3,16,9,0,9,9,3,12
9,40,2,16,10,0,10,10,3,12
10,40,2,16,11,0,11,11,2,12
11,40,2,16,12,0,12,12,1,12
12,40,2,16,13,0,13,13,0,13
13,40,3,16,14,0,14,14,0,14
14,40,3,16,15,0,13,15,0,15
15,40,3,16,16,0,12,15,0,16
16,40,3,16,17,0,12,14,0,17
17,40,3,16,18,0,11,13,0,18
18,40,3,16,19,1,11,12,0,19
19,40,3,16,20,2,10,11,0,20
20,40,3,16,21,2,10,10,0,19
21,40,4,16,22,3,9,9,0,19
22,40,4,16,23,3,8,8,0,18
23,40,4,17,23,4,8,7,0,18
24,40,4,17,22,5,7,7,0,17
25,40,5,17,21,6,7,6,0,17
26,40,5,17,20,7,6,5,0,16
27,40,5,17,19,7,6,4,0,16
28,40,6,18,18,8,6,3,0,15
29,40,6,18,17,9,5,2,0,15
30,40,6,19,16,10,5,1,0,15
31,40,7,19,15,11,4,0,0,14
32,40,7,20,14,12,4,0,0,14
33,40,7,20,13,13,3,0,0,14
34,40,8,21,12,14,3,0,0,13
35,40,8,21,11,15,3,0,0,13
36,40,9,22,10,16,2,0,0,13
37,40,9,23,9,17,2,0,0,12
38,40,10,22,9,18,2,0,0,12
39,40,10,21,8,19,1,0,0,12
40,40,10,20,7,20,1,0,0,12
41,40,11,19,6,21,1,0,0,12
42,40,11,19,5,20,0,0,0,12
43,40,12,18,5,19,0,0,0,12
44,40,13,18,4,18,0,0,0,11
45,40,13,17,3,17,0,0,0,11
46,40,14,17,3,16,0,0,0,11
47,40,13,17,2,15,0,0,0,11
48,40,12,17,2,14,0,0,0,11
49,40,11,17,0,13,0,0,0,11
50,40,10,16,0,12,0,0,0,11
51,40,9,16,0,11,0,0,0,11
52,40,8,16,0,10,0,0,0,11
53,40,7,16,0,9,0,0,0,11
54,40,6,16,0,8,0,0,0,11
55,40,5,16,0,7,0,0,0,11
56,40,4,16,0,7,0,0,0,11
57,40,4,16,0,6,1,0,0,11
58,40,4,16,0,5,1,0,0,11
0,41,4,17,1,4,2,1,1,12
1,41,4,17,2,3,2,2,2,12
2,41,4,17,3,2,3,3,3,12
3,41,4,17,4,2,4,4,4,12
4,41,4,17,5,0,5,5,5,12
5,41,4,17,6,0,6,6,6,12
6,41,4,17,7,0,7,7,5,12
7,41,4,17,8,0,8,8,4,12
8,41,3,17,9,0,9,9,4,13
9,41,3,17,10,0,10,10,3,13
10,41,3,17,11,0,11,11,2,13
11,41,3,17,12,0,12,12,2,13
12,41,3,17,13,0,13,13,0,13
13,41,3,17,14,0,14,14,0,14
14,41,4,17,15,0,13,15,0,15
15,41,4,17,16,0,13,15,0,16
16,41,4,17,17,0,12,14,0,17
17,41,4,17,18,0,12,13,0,18
18,41,4,17,19,0,11,12,0,19
19,41,4,17,20,1,11,11,0,19
20,41,4,17,21,2,10,10,0,19
21,41,4,17,22,2,9,9,0,19
22,41,5,17,23,3,9,8,0,19
23,41,5,17,23,4,8,8,0,18
24,41,5,18,22,5,8,7,0,18
25,41,5,18,21,6,7,6,0,17
26,41,6,18,20,6,7,5,0,17
27,41,6,18,19,7,7,4,0,16
28,41,6,18,18,8,6,3,0,16
29,41,7,19,17,9,6,2,0,16
30,41,7,19,16,10,5,2,0,15
31,41,7,20,15,11,5,0,0,15
32,41,8,20,14,12,4,0,0,15
33,41,8,21,13,13,4,0,0,14
34,41,8,21,12,14,4,0,0,14
35,41,9,22,11,15,3,0,0,14
36,41,9,22,10,16,3,0,0,13
37,41,10,23,9,17,3,0,0,13
38,41,10,22,8,18,2,0,0,13
39,41,11,21,8,19,2,0,0,13
40,41,11,20,7,20,2,0,0,13
41,41,11,20,6,21,2,0,0,13
42,41,12,19,5,20,1,0,0,13
43,41,12,19,4,19,1,0,0,12
44,41,13,18,4,18,1,0,0,12
45,41,14,18,3,17,1,0,0,12
46,41,14,18,2,16,1,0,0,12
47,41,13,18,2,15,1,0,0,12
48,41,12,18,0,14,1,0,0,12
49,41,11,17,0,13,0,0,0,12
50,41,10,17,0,12,1,0,0,12
51,41,9,17,0,11,1,0,0,12
52,41,8,17,0,10,1,0,0,12
53,41,7,17,0,9,1,0,0,12
54,41,6,17,0,8,1,0,0,12
55,41,5,17,0,7,1,0,0,12
56,41,5,17,0,6,1,0,0,12
57,41,5,17,0,6,1,0,0,12
58,41,5,17,0,5,2,0,0,12
0,42,5,18,1,4,3,1,1,13
1,42,5,18,2,3,3,2,2,13
2,42,5,18,3,2,3,3,3,13
3,42,5,18,4,0,4,4,4,13
4,42,5,18,5,0,5,5,5,13
5,42,5,18,6,0,6,6,6,13
6,42,5,18,7,0,7,7,5,13
7,42,4,18,8,0,8,8,5,13
8,42,4,18,9,0,9,9,4,13
9,42,4,18,10,0,10,10,3,14
10,42,4,18,11,0,11,11,3,14
11,42,4,18,12,0,12,12,2,14
12,42,4,18,13,0,13,13,1,14
13,42,4,18,14,0,14,14,0,14
14,42,4,18,15,0,14,15,0,15
15,42,5,18,16,0,13,15,0,16
16,42,5,18,17,0,13,14,0,17
17,42,5,18,18,0,12,13,0,18
18,42,5,18,19,0,12,12,0,19
19,42,5,18,20,0,11,11,0,19
20,42,5,18,21,1,10,10,0,18
21,42,5,18,22,2,10,9,0,18
22,42,5,18,23,3,9,9,0,18
23,42,6,18,23,4,9,8,0,18
24,42,6,18,22,5,8,7,0,18
25,42,6,19,21,5,8,6,0,18
26,42,6,19,20,6,8,5,0,17
27,42,7,19,19,7,7,4,0,17
28,42,7,19,18,8,7,3,0,17
29,42,7,19,17,9,6,3,0,16
30,42,8,20,16,10,6,2,0,16
31,42,8,20,15,11,5,1,0,16
32,42,8,21,14,12,5,0,0,15
33,42,9,21,13,13,5,0,0,15
34,42,9,22,12,14,4,0,0,15
35,42,9,22,11,15,4,0,0,14
36,42,10,23,10,16,4,0,0,14
37,42,10,23,9,17,3,0,0,14
38,42,11,22,8,18,3,0,0,14
39,42,11,21,7,19,3,0,0,14
40,42,12,21,7,20,3,0,0,14
41,42,12,20,6,21,2,0,0,14
42,42,12,20,5,20,2,0,0,13
43,42,13,19,4,19,2,0,0,13
44,42,13,19,3,18,2,0,0,13
45,42,14,19,3,17,2,0,0,13
46,42,14,19,2,16,2,0,0,13
47,42,13,19,0,15,2,0,0,13
48,42,12,18,0,14,2,0,0,13
49,42,11,18,0,13,1,0,0,13
50,42,10,18,0,12,1,0,0,13
51,42,9,18,0,11,2,0,0,13
52,42,8,18,0,10,2,0,0,13
53,42,7,18,0,9,2,0,0,13
54,42,6,18,0,8,2,0,0,13
55,42,6,18,0,7,2,0,0,13
56,42,6,18,0,6,2,0,0,13
57,42,6,18,0,5,2,0,0,13
58,42,5,18,0,5,2,0,0,13
0,43,6,19,1,4,3,1,1,14
1,43,6,19,2,3,4,2,2,14
2,43,6,19,3,2,4,3,3,14
3,43,6,19,4,0,4,4,4,14
4,43,6,19,5,0,5,5,5,14
5,43,6,19,6,0,6,6,6,14
6,43,5,19,7,0,7,7,6,14
7,43,5,19,8,0,8,8,5,14
8,43,5,19,9,0,9,9,4,14
9,43,5,19,10,0,10,10,4,14
10,43,5,19,11,0,11,11,3,15
11,43,5,19,12,0,12,12,2,15
12,43,5,19,13,0,13,13,2,15
13,43,5,19,14,0,14,14,0,15
14,43,5,19,15,0,14,15,0,15
15,43,5,19,16,0,14,15,0,16
16,43,6,19,17,0,13,14,0,17
17,43,6,19,18,0,13,13,0,18
18,43,6,19,19,0,12,12,0,19
19,43,6,19,20,0,11,11,0,18
20,43,6,19,21,1,11,10,0,18
21,43,6,19,22,2,10,10,0,17
22,43,6,19,23,3,10,9,0,17
23,43,6,19,23,4,9,8,0,17
24,43,7,19,22,4,9,7,0,17
25,43,7,19,21,5,9,6,0,17
26,43,7,20,20,6,8,5,0,17
27,43,7,20,19,7,8,4,0,17
28,43,8,20,18,8,7,4,0,17
29,43,8,20,17,9,7,3,0,17
30,43,8,20,16,10,6,2,0,17
31,43,9,21,15,11,6,2,0,16
32,43,9,21,14,12,6,0,0,16
33,43,9,22,13,13,5,0,0,16
34,43,10,22,12,14,5,0,0,15
35,43,10,23,11,15,5,0,0,15
36,43,10,23,10,16,4,0,0,15
37,43,11,23,9,17,4,0,0,15
38,43,11,22,8,18,4,0,0,15
39,43,12,22,7,19,4,0,0,15
40,43,12,21,6,20,3,0,0,15
41,43,13,21,6,21,3,0,0,14
42,43,13,20,5,20,3,0,0,14
43,43,13,20,4,19,3,0,0,14
44,43,14,20,3,18,3,0,0,14
45,43,14,20,2,17,3,0,0,14
46,43,14,20,2,16,3,0,0,14
47,43,13,19,0,15,3,0,0,14
48,43,12,19,0,14,2,0,0,14
49,43,11,19,0,13,2,0,0,14
50,43,10,19,0,12,2,0,0,14
51,43,9,19,0,11,2,0,0,14
52,43,8,19,0,10,3,0,0,14
53,43,7,19,0,9,3,0,0,14
54,43,7,19,0,8,3,0,0,14
55,43,7,19,0,7,3,0,0,14
56,43,7,19,0,6,3,0,0,14
57,43,6,19,0,5,3,0,0,14
58,43,6,19,0,4,3,0,0,14
0,44,7,20,1,3,4,1,1,15
1,44,7,20,2,3,4,2,2,15
2,44,7,20,3,2,5,3,3,15
3,44,7,20,4,0,5,4,4,15
4,44,7,20,5,0,5,5,5,15
5,44,6,20,6,0,6,6,6,15
6,44,6,20,7,0,7,7,6,15
7,44,6,20,8,0,8,8,5,15
8,44,6,20,9,0,9,9,5,15
9,44,6,20,10,0,10,10,4,15
10,44,6,20,11,0,11,11,3,15
11,44,6,20,12,0,12,12,3,16
12,44,6,20,13,0,13,13,2,16
13,44,6,20,14,0,14,14,1,16
14,44,6,20,15,0,15,15,0,16
15,44,6,20,16,0,14,15,0,16
16,44,6,20,17,0,14,14,0,17
17,44,7,20,18,0,13,13,0,18
18,44,7,20,19,0,12,12,0,19
19,44,7,20,20,0,12,11,0,18
20,44,7,20,21,1,11,11,0,17
21,44,7,20,22,2,11,10,0,17
22,44,7,20,23,3,10,9,0,16
23,44,7,20,23,3,10,8,0,16
24,44,7,20,22,4,10,7,0,16
25,44,8,20,21,5,9,6,0,16
26,44,8,20,20,6,9,5,0,16
27,44,8,21,19,7,8,5,0,16
28,44,8,21,18,8,8,4,0,16
29,44,9,21,17,9,7,3,0,16
30,44,9,21,16,10,7,3,0,16
31,44,9,21,15,11,7,2,0,16
32,44,10,22,14,12,6,1,0,16
33,44,10,22,13,13,6,0,0,16
34,44,10,23,12,14,6,0,0,16
35,44,11,23,11,15,5,0,0,16
36,44,11,24,10,16,5,0,0,16
37,44,11,23,9,17,5,0,0,16
38,44,12,23,8,18,5,0,0,16
39,44,12,22,7,19,4,0,0,16
40,44,13,22,6,20,4,0,0,15
41,44,13,21,5,21,4,0,0,15
42,44,14,21,5,20,4,0,0,15
43,44,14,21,4,19,4,0,0,15
44,44,14,21,3,18,4,0,0,15
45,44,15,21,2,17,4,0,0,15
46,44,14,20,0,16,4,0,0,15
47,44,13,20,0,15,3,0,0,15
48,44,12,20,0,14,3,0,0,15
49,44,11,20,0,13,3,0,0,15
50,44,10,20,0,12,3,0,0,15
51,44,9,20,0,11,3,0,0,15
52,44,8,20,0,10,3,0,0,15
53,44,8,20,0,9,4,0,0,15
54,44,8,20,0,8,4,0,0,15
55,44,8,20,0,7,4,0,0,15
56,44,7,20,0,6,4,0,0,15
57,44,7,20,0,5,4,0,0,15
58,44,7,20,0,4,4,0,0,15
0,45,8,21,1,3,5,1,1,15
1,45,8,21,2,2,5,2,2,15
2,45,8,21,3,2,5,3,3,15
3,45,8,21,4,0,6,4,4,15
4,45,7,21,5,0,6,5,5,15
5,45,7,21,6,0,6,6,6,15
6,45,7,21,7,0,7,7,6,15
7,45,7,21,8,0,8,8,6,15
8,45,7,21,9,0,9,9,5,15
9,45,7,21,10,0,10,10,4,15
10,45,7,21,11,0,11,11,4,15
11,45,7,21,12,0,12,12,3,15
12,45,7,21,13,0,13,13,2,15
13,45,7,21,14,0,14,14,2,15
14,45,7,21,15,0,15,15,1,15
15,45,7,21,16,0,15,15,0,16
16,45,7,21,17,0,14,14,0,17
17,45,7,21,18,0,13,13,0,18
18,45,8,21,19,0,13,12,0,18
19,45,8,21,20,0,12,12,0,18
20,45,8,21,21,1,12,11,0,17
21,45,8,21,22,2,11,10,0,16
22,45,8,21,23,2,11,9,0,16
23,45,8,21,23,3,11,8,0,15
24,45,8,21,22,4,10,7,0,15
25,45,8,21,21,5,10,6,0,15
26,45,9,21,20,6,9,6,0,15
27,45,9,21,19,7,9,5,0,15
28,45,9,22,18,8,8,4,0,15
29,45,9,22,17,9,8,4,0,15
30,45,10,22,16,10,8,3,0,15
31,45,10,22,15,11,7,2,0,15
32,45,10,22,14,12,7,2,0,15
33,45,11,23,13,13,7,1,0,15
34,45,11,23,12,14,6,0,0,15
35,45,11,24,11,15,6,0,0,15
36,45,12,24,10,16,6,0,0,15
37,45,12,24,9,17,6,0,0,15
38,45,12,23,8,18,5,0,0,15
39,45,13,23,7,19,5,0,0,15
40,45,13,22,6,20,5,0,0,15
41,45,14,22,5,21,5,0,0,15
42,45,14,22,4,20,5,0,0,15
43,45,15,22,4,19,5,0,0,15
44,45,15,22,3,18,5,0,0,15
45,45,15,21,2,17,5,0,0,15
46,45,14,21,0,16,4,0,0,15
47,45,13,21,0,15,4,0,0,15
48,45,12,21,0,14,4,0,0,15
49,45,11,21,0,13,4,0,0,15
50,45,10,21,0,12,4,0,0,15
51,45,9,21,0,11,4,0,0,15
52,45,9,21,0,10,4,0,0,15
53,45,9,21,0,9,4,0,0,15
54,45,9,21,0,8,5,0,0,15
55,45,8,21,0,7,5,0,0,15
56,45,8,21,0,6,5,0,0,15
57,45,8,21,0,5,5,0,0,15
58,45,8,21,0,4,5,0,0,15
0,46,9,20,1,3,6,1,1,14
1,46,9,20,2,2,6,2,2,14
2,46,9,20,3,0,6,3,3,14
3,46,8,20,4,0,6,4,4,14
4,46,8,20,5,0,7,5,5,14
5,46,8,20,6,0,7,6,6,14
6,46,8,20,7,0,7,7,7,14
7,46,8,20,8,0,8,8,6,14
8,46,8,20,9,0,9,9,5,14
9,46,8,20,10,0,10,10,5,14
10,46,8,20,11,0,11,11,4,14
11,46,8,20,12,0,12,12,3,14
12,46,8,20,13,0,13,13,3,14
13,46,8,20,14,0,14,14,2,14
14,46,8,20,15,0,14,15,2,15
15,46,8,20,16,0,14,15,1,16
16,46,8,20,17,0,14,14,0,17
17,46,8,20,18,0,14,13,0,18
18,46,8,20,19,0,13,13,0,18
19,46,9,20,20,0,13,12,0,17
20,46,9,20,21,0,12,11,0,17
21,46,9,20,22,1,12,10,0,16
22,46,9,20,23,2,12,9,0,15
23,46,9,20,23,3,11,8,0,15
24,46,9,20,22,4,11,7,0,14
25,46,9,20,21,5,10,7,0,14
26,46,9,20,20,6,10,6,0,14
27,46,10,21,19,7,9,5,0,14
28,46,10,21,18,8,9,5,0,14
29,46,10,21,17,9,9,4,0,14
30,46,10,21,16,10,8,3,0,14
31,46,11,21,15,11,8,3,0,14
32,46,11,22,14,12,8,2,0,14
33,46,11,22,13,13,7,2,0,14
34,46,12,23,12,14,7,1,0,14
35,46,12,23,11,15,7,0,0,14
36,46,12,24,10,16,7,0,0,14
37,46,13,23,9,17,6,0,0,14
38,46,13,23,8,18,6,0,0,14
39,46,13,22,7,19,6,0,0,14
40,46,14,22,6,20,6,0,0,14
41,46,14,21,5,21,6,0,0,14
42,46,14,21,4,20,6,0,0,14
43,46,14,21,3,19,6,0,0,14
44,46,14,21,3,18,6,0,0,14
45,46,14,21,2,17,5,0,0,14
46,46,14,20,0,16,5,0,0,14
47,46,13,20,0,15,5,0,0,14
48,46,12,20,0,14,5,0,0,14
49,46,11,20,0,13,5,0,0,14
50,46,10,20,0,12,5,0,0,14
51,46,10,20,0,11,5,0,0,14
52,46,10,20,0,10,5,0,0,14
53,46,10,20,0,9,5,0,0,14
54,46,9,20,0,8,5,0,0,14
55,46,9,20,0,7,6,0,0,14
56,46,9,20,0,6,6,0,0,14
57,46,9,20,0,5,6,0,0,14
58,46,9,20,0,4,6,0,0,14
0,47,10,19,1,3,7,1,1,13
1,47,10,19,2,2,7,2,2,13
2,47,9,19,3,1,7,3,3,13
3,47,9,19,4,0,7,4,4,13
4,47,9,19,5,0,7,5,5,13
5,47,9,19,6,0,8,6,6,13
6,47,9,19,7,0,8,7,7,13
7,47,9,19,8,0,8,8,6,13
8,47,9,19,9,0,9,9,6,13
9,47,9,19,10,0,10,10,5,13
10,47,9,19,11,0,11,11,4,13
11,47,9,19,12,0,12,12,4,13
12,47,9,19,13,0,13,13,3,13
13,47,9,19,14,0,14,14,3,14
14,47,9,19,15,0,13,15,2,15
