env, ud, task, x, y, div, rank
50060,4632,6,7,25,1.48151018874,77.3055555556
50060,3255,4,37,43,1.90504641728,92.6944444444
50060,6893,7,23,27,0.639556365374,16.8611111111
50060,2223,1,13,9,0.998845535995,97.3055555556
50060,5371,5,1,27,1.02192809489,50.8888888889
50060,1841,2,51,43,0.0,0.0
50060,27120,9,34,19,1.25972183241,54.1111111111
50065,562,1,21,33,0.0,0.0
50065,5821,6,30,34,0.764114054554,4.47222222222
50065,4171,3,1,24,1.71288762152,64.5833333333
50065,1934,2,3,18,0.0,0.0
50065,4779,5,2,28,1.33972183241,44.1111111111
50065,29628,9,32,28,2.02952633232,75.1388888889
50065,6307,7,38,42,1.10631371386,18.4166666667
50065,26669,8,4,40,2.22268318926,86.5833333333
50065,2602,4,1,15,0.881290899231,83.0833333333
50065,4707,3,33,55,0.916118213778,20.5
50065,4846,6,32,50,1.31999583875,54.0555555556
50065,2707,4,59,44,0.353359335021,22.3888888889
50065,5532,7,31,48,0.639556365374,8.30555555556
50065,1474,1,13,52,0.0,0.0
50065,4930,5,42,21,1.41543127956,59.2777777778
50065,1840,2,30,50,0.0,0.0
50062,2773,6,36,9,0.0,0.0
50062,77259,8,9,54,1.91030833267,72.2222222222
50062,16692,7,50,20,2.09287868934,95.1666666667
50062,14210,3,54,19,1.79173743342,87.7777777778
50062,5291,4,26,45,0.0,0.0
50062,827,1,19,56,0.0,0.0
50062,828,2,13,58,0.0,0.0
50062,9937,5,49,12,0.721928094887,79.7222222222
50062,98767,9,36,48,1.48399045755,42.6388888889
50062,3165,5,40,18,0.0,0.0
50062,3915,6,45,1,0.0,0.0
50062,1445,2,44,20,0.0,0.0
50062,17284,9,24,56,0.85545081056,57.75
50062,2279,4,37,15,0.0,0.0
50062,3494,3,34,17,0.0,0.0
50062,878,1,46,9,0.0,0.0
50062,48738,8,22,48,0.916118213778,31.5555555556
50062,5611,7,50,18,0.242292189082,74.4722222222
50060,10623,8,21,36,1.48399045755,32.6111111111
50060,3679,3,33,31,2.34449845156,99.1388888889
50060,707,2,1,9,0.0,0.0
50060,10588,9,29,28,1.88735181444,57.0
50060,868,1,20,9,0.0,0.0
50060,3352,6,28,6,0.0,0.0
50060,4172,5,23,29,1.4634651896,67.8888888889
50060,4089,7,31,23,1.73366068969,85.9722222222
50060,2826,4,6,48,1.09543127956,73.3611111111
50047,5265,6,34,20,0.0,0.0
50047,35079,7,20,8,1.75662381108,97.0555555556
50047,15375,5,59,5,0.0,0.0
50047,9068,3,21,37,0.998845535995,96.1111111111
50047,5971,4,21,12,0.0,0.0
50047,1856,2,37,54,0.0,0.0
50047,1710,1,6,44,0.0,0.0
50047,1238,1,18,38,0.0,0.0
50047,5550,4,55,54,0.0,0.0
50047,44609,8,58,35,1.81497982052,51.6666666667
50047,32032,9,58,14,2.00869496956,84.3333333333
50047,3086,5,57,24,0.0,0.0
50047,6212,6,23,45,0.0,0.0
50047,12511,7,29,18,0.721928094887,48.0
50047,3107,2,57,36,0.0,0.0
50047,13146,3,25,44,0.529360865287,37.5833333333
50013,942,2,46,40,0.0,0.0
50013,9207,8,39,45,1.09712456976,27.4444444444
50013,4595,6,6,1,1.39546184424,48.2222222222
50013,969,1,51,44,0.0,0.0
50013,2821,4,45,52,0.242292189082,15.7222222222
50013,4924,7,26,27,0.874309554641,9.44444444444
50013,4596,3,17,50,1.77715631436,72.9722222222
50013,3892,5,14,18,1.14523577947,30.8333333333
50013,21671,9,41,37,1.51533621343,52.9166666667
50061,2744,5,46,45,0.0,0.0
50061,3841,6,10,6,0.0,0.0
50061,5875,7,30,17,0.0,0.0
50061,922,1,4,34,0.0,0.0
50061,8048,8,19,19,1.51933083224,73.6666666667
50061,2227,4,46,38,0.0,0.0
50061,17950,9,18,23,2.3413152774,87.5
50061,4020,3,23,17,0.0,0.0
50061,1427,2,58,53,0.0,0.0
50061,60181,9,19,24,1.76385618977,53.2222222222
50061,14330,8,1,18,2.18547529723,89.25
50061,1475,2,50,56,0.0,0.0
50061,5012,3,15,21,1.59933083224,53.6388888889
50061,4934,5,13,7,1.29131468865,43.8055555556
50061,3415,4,0,23,2.20623892865,94.2222222222
50061,5096,7,15,8,1.24151018874,41.5833333333
50061,1262,1,20,6,0.0,0.0
50061,5001,6,27,6,2.12943203625,81.3611111111
50048,29087,9,46,2,1.91326968952,45.3055555556
50048,4100,7,54,10,1.59418595764,65.7222222222
50048,3916,6,48,46,0.95104566058,26.25
50048,1054,1,28,41,0.0,0.0
50048,1068,2,25,54,0.0,0.0
50048,22805,8,19,32,2.16154193334,72.8055555556
50048,2649,4,31,19,0.529360865287,60.4166666667
50048,4115,3,15,16,1.22438145772,44.6666666667
50048,3372,5,26,4,1.37131468865,61.75
50047,24355,9,48,37,0.529360865287,49.4166666667
50047,1192,1,24,56,0.0,0.0
50047,12410,6,27,1,0.609840304716,58.6111111111
50047,9880,3,16,29,0.0,0.0
50047,24147,8,41,54,0.0,0.0
50047,2169,4,21,58,0.0,0.0
50047,19617,7,39,7,0.970950594455,79.25
50047,1350,2,33,36,0.0,0.0
50047,3803,5,39,53,0.0,0.0
50047,6753,4,49,16,0.0,0.0
50047,16094,3,37,15,0.795040279385,52.75
50047,12071,5,11,34,1.02111918856,81.8888888889
50047,15425,7,44,27,0.0,0.0
50047,67605,9,17,52,2.37302019245,83.0833333333
50047,2790,2,33,19,0.0,0.0
50047,1685,1,59,17,0.0,0.0
50047,11344,6,0,0,0.991076059838,78.5833333333
50047,29907,8,7,41,1.07832207955,87.8055555556
50063,5758,8,14,49,1.78952633232,81.6944444444
50063,491,2,30,19,0.970950594455,98.0555555556
50063,1954,6,14,27,1.17712456976,61.0277777778
50063,1553,5,20,30,0.866313713865,79.4722222222
50063,2228,9,14,16,0.639556365374,35.6666666667
50063,1882,3,19,44,2.07829757028,96.6388888889
50063,1738,7,24,37,0.719556365374,53.0277777778
50063,839,1,31,24,0.0,0.0
50063,1356,4,24,32,0.0,0.0
50063,33995,8,23,25,0.721928094887,4.61111111111
50063,1957,2,8,24,0.0,0.0
50063,1342,1,41,15,0.0,0.0
50063,2452,4,18,25,0.0,0.0
50063,2915,3,7,28,0.0,0.0
50063,3216,6,33,15,0.0,0.0
50063,3967,7,12,23,0.721928094887,56.25
50063,34011,9,17,28,1.6194705708,55.7777777778
50063,2510,5,18,20,0.0,0.0
50013,706,1,17,44,0.242292189082,87.5833333333
50013,1431,5,9,45,0.0,0.0
50013,11878,9,24,39,2.28943203625,80.8333333333
50013,12650,8,49,37,1.67418595764,36.9444444444
50013,3180,3,42,27,0.0,0.0
50013,3071,7,13,23,0.916118213778,74.8611111111
50013,1226,4,14,39,0.0,0.0
50013,866,2,37,31,0.0,0.0
50013,3229,6,11,28,1.32092427723,86.8888888889
50013,1770,4,58,22,0.0,0.0
50013,2908,6,59,23,0.0,0.0
50013,1413,1,56,33,0.0,0.0
50013,2015,5,47,27,0.0,0.0
50013,3796,7,13,47,0.0,0.0
50013,9628,8,34,41,0.634309554641,2.22222222222
50013,3764,3,17,11,0.0,0.0
50013,6262,9,29,44,1.14523577947,42.6944444444
50013,1500,2,45,23,0.0,0.0
50060,1387,5,15,27,0.0,0.0
50060,36077,9,36,25,2.44943203625,90.5277777778
50060,795,2,19,21,0.0,0.0
50060,644,1,18,14,0.0,0.0
50060,2084,7,29,45,0.998845535995,93.3611111111
50060,1557,6,24,3,0.0,0.0
50060,18442,8,11,23,2.31111977731,80.8333333333
50060,1242,3,14,3,0.0,0.0
50060,1177,4,20,38,0.0,0.0
50060,3956,5,23,42,1.24399045755,57.7777777778
50060,30054,9,37,28,1.56151018874,67.9722222222
50060,4238,3,39,22,2.04943203625,96.8888888889
50060,3466,2,12,56,0.904381457724,54.6944444444
50060,4269,7,37,29,1.51430295147,76.4444444444
50060,3827,6,27,30,1.81972183241,90.0
50060,3380,4,8,56,0.970950594455,62.9722222222
50060,14327,8,41,25,1.43366245423,47.9444444444
50060,1931,1,38,43,0.0,0.0
50062,1506,1,56,58,0.0,0.0
50062,4768,5,41,3,0.634309554641,80.4444444444
50062,4685,3,55,57,0.0,0.0
50062,17004,7,42,40,1.71525589923,81.2777777778
50062,2455,2,44,8,0.0,0.0
50062,3927,4,41,12,0.904381457724,88.7777777778
50062,11821,6,44,20,1.7813152774,87.0277777778
50060,2203,5,24,33,0.242292189082,88.2222222222
50060,983,1,3,30,0.0,0.0
50060,1995,4,2,47,0.0,0.0
50060,3146,6,23,45,0.0,0.0
50060,1622,2,48,59,0.0,0.0
50060,10694,8,17,24,1.17543127956,45.5277777778
50060,2784,7,19,40,0.85545081056,82.25
50060,13747,9,29,33,1.64514071335,65.8055555556
50060,4476,3,0,22,1.45656476213,92.8333333333
50065,3197,5,38,25,0.794309554641,22.4444444444
50065,11840,9,31,43,2.17524191736,70.3055555556
50065,1374,1,53,43,0.0,0.0
50065,2837,3,15,11,0.639556365374,30.9722222222
50065,3012,7,52,26,0.904381457724,36.8333333333
50065,1656,4,6,39,0.0,0.0
50065,1418,2,8,37,0.0,0.0
50065,15444,8,44,21,1.75533621343,49.8333333333
50065,2181,6,15,37,0.634309554641,70.5833333333
50063,2347,4,9,35,0.764114054554,31.7777777778
50063,3619,6,9,23,1.14523577947,32.3055555556
50063,1328,1,56,17,0.0,0.0
50063,2473,3,5,18,1.57366068969,65.75
50063,7992,9,32,19,1.72567805525,58.8888888889
50063,2424,5,6,21,0.874309554641,33.8333333333
50063,853,2,52,15,0.402179190202,85.5833333333
50063,4941,8,23,28,1.09543127956,28.6944444444
50063,4417,7,14,23,1.86952633232,79.6666666667
50013,1321,1,7,41,0.0,0.0
50013,8331,9,25,47,1.56151018874,45.2222222222
50013,1887,2,26,55,0.0,0.0
50013,7448,8,33,37,2.08488945173,83.2222222222
50013,3162,3,29,43,1.51366245423,91.1944444444
50013,2139,6,2,27,0.402179190202,90.7222222222
50013,5372,7,49,27,1.65366068969,69.1111111111
50013,2581,5,18,59,0.0,0.0
50013,1945,4,6,56,0.0,0.0
50048,2015,3,20,37,0.242292189082,95.9444444444
50048,1322,4,34,35,0.0,0.0
50048,405,1,15,7,0.0,0.0
50048,11319,8,11,5,1.84385618977,63.2222222222
50048,4202,9,18,40,0.95104566058,35.0
50048,938,2,42,28,0.0,0.0
50048,1883,7,8,38,0.0,0.0
50048,1864,5,46,2,0.0,0.0
50048,3054,6,27,52,1.18296619547,94.2222222222
50065,13110,9,29,28,1.31999583875,18.6944444444
50065,980,6,6,42,0.0,0.0
50065,3885,7,52,29,1.51418595764,93.4444444444
50065,2974,5,26,39,0.0,0.0
50065,600,1,1,41,0.721928094887,94.0
50065,869,3,6,41,0.0,0.0
50065,936,4,7,54,0.0,0.0
50065,694,2,4,43,0.0,0.0
50065,9387,8,22,16,1.71525589923,52.5833333333
50048,20862,9,36,9,1.32151018874,15.8611111111
50048,21189,8,39,12,2.48488945173,89.6111111111
50048,1697,4,56,35,0.0,0.0
50048,5253,3,29,22,2.27248768917,88.0
50048,1498,2,28,1,0.0,0.0
50048,1305,1,20,23,0.0,0.0
50048,5602,7,3,22,1.77356815817,56.9166666667
50048,4909,5,17,28,1.5394705708,37.4444444444
50048,4155,6,25,0,0.836640741941,11.1944444444
50048,6564,6,27,7,2.17923653617,95.7222222222
50048,1690,2,39,18,0.0,0.0
50048,5326,5,23,36,1.88307418943,92.75
50048,2614,4,20,2,0.0,0.0
50048,5781,3,22,10,1.57366068969,73.5833333333
50048,23243,9,35,44,1.51933083224,35.3055555556
50048,19563,8,36,18,1.14523577947,10.9444444444
50048,737,1,41,4,0.0,0.0
50048,12277,7,9,23,2.31829757028,90.8333333333
50062,1379,4,48,54,0.0,0.0
50062,4978,7,53,39,0.242292189082,75.7777777778
50062,29174,8,27,39,0.764114054554,12.8055555556
50062,1050,2,38,47,0.0,0.0
50062,4522,3,50,22,0.85545081056,84.3333333333
50062,3116,6,49,30,0.0,0.0
50062,1132,1,53,26,0.0,0.0
50062,2850,5,53,16,0.0,0.0
50062,24031,9,31,44,1.3834651896,59.4444444444
50060,2545,4,26,8,0.0,0.0
50060,3226,6,15,10,2.40488945173,97.0833333333
50060,6189,9,35,23,1.09543127956,26.7777777778
50060,3278,7,22,34,1.56514071335,71.1666666667
50060,978,1,24,49,0.0,0.0
50060,3275,3,29,23,1.31999583875,57.3611111111
50060,3503,5,27,36,1.73366068969,81.6388888889
50060,6192,8,38,21,1.17712456976,31.6111111111
50060,2268,2,55,29,0.529360865287,89.1388888889
50062,65338,9,44,8,1.89972183241,48.7777777778
50062,5908,6,40,30,0.0,0.0
50062,9644,5,44,2,1.73469395165,90.8055555556
50062,1938,4,24,50,0.0,0.0
50062,770,1,18,21,0.0,0.0
50062,1677,2,36,59,0.0,0.0
50062,8147,3,25,4,0.0,0.0
50062,26833,7,51,52,2.30268318926,86.9722222222
50065,55372,9,16,5,2.51740581143,78.1111111111
50065,2861,7,17,41,0.0,0.0
50065,689,1,4,48,0.970950594455,97.3888888889
50065,781,4,10,30,0.0,0.0
50065,3216,5,20,34,1.2177968116,85.6944444444
50065,21306,8,39,34,1.45131468865,33.75
50065,1274,6,23,39,0.0,0.0
50065,482,2,2,31,0.0,0.0
50065,1638,3,35,31,0.0,0.0
50065,2949,3,31,2,0.0,0.0
50065,5638,8,23,27,0.482179190202,8.97222222222
50065,8235,9,36,23,1.18631371386,20.8333333333
50065,1629,4,36,16,0.0,0.0
50065,2859,6,1,2,0.0,0.0
50065,3123,5,30,45,0.0,0.0
50065,937,1,57,29,0.0,0.0
50065,3741,7,37,24,0.0,0.0
50065,713,2,34,20,0.0,0.0
50063,1881,2,7,18,0.0,0.0
50063,6520,9,30,12,2.61069933284,89.1388888889
50063,3488,6,12,26,1.01543127956,55.9166666667
50063,2691,4,35,21,0.85545081056,55.9444444444
50063,870,1,15,51,0.0,0.0
50063,2825,5,38,14,0.998845535995,66.7777777778
50063,3538,7,47,27,1.15854883189,65.9166666667
50063,9846,8,18,20,2.22268318926,84.4444444444
50063,3436,3,16,25,1.43366245423,81.75
50048,1405,1,24,56,0.0,0.0
50048,5831,6,23,34,2.1773206586,90.0277777778
50048,3677,4,15,13,0.95104566058,56.7777777778
50048,53327,9,22,25,1.73366068969,60.4722222222
50048,4771,3,14,7,1.57134643325,75.1666666667
50048,17032,8,31,15,1.68385618977,43.1944444444
50048,5462,5,35,39,2.1722381921,90.2777777778
50048,1522,2,1,47,0.0,0.0
50048,6503,7,44,36,1.22523577947,21.0555555556
50061,10910,9,34,22,1.95173743342,76.8333333333
50061,3433,7,9,12,1.49868857045,94.5
50061,2426,3,25,11,0.0,0.0
50061,1732,5,6,16,0.0,0.0
50061,1169,2,18,28,0.0,0.0
50061,10927,8,28,25,0.996118213778,27.7222222222
50061,1514,1,17,20,0.0,0.0
50061,2697,6,4,4,0.0,0.0
50061,1438,4,25,23,0.0,0.0
50013,2087,7,2,20,0.970950594455,86.25
50013,35123,9,35,43,1.76385618977,55.0833333333
50013,1394,1,9,35,0.0,0.0
50013,2200,5,5,20,0.794309554641,66.3055555556
50013,2415,3,29,13,0.764114054554,57.2777777778
50013,1995,4,10,20,0.942683189255,89.4166666667
50013,2121,6,19,18,0.634309554641,64.5833333333
50013,25424,8,39,44,1.29131468865,28.3888888889
50013,1631,2,11,32,0.0,0.0
50013,26438,9,28,31,1.59418595764,43.1388888889
50013,1479,7,45,43,0.0,0.0
50013,3495,3,37,55,0.0,0.0
50013,1335,4,4,25,0.0,0.0
50013,574,1,5,21,0.0,0.0
50013,2802,6,2,47,0.0,0.0
50013,971,2,47,57,0.402179190202,97.6111111111
50013,31159,8,43,54,2.29868857045,90.5
50013,1457,5,5,28,0.0,0.0
50063,46990,9,21,15,1.33543127956,51.6111111111
50063,51879,8,15,14,1.64151018874,67.9444444444
50063,2213,1,38,29,1.12385618977,71.3888888889
50063,2321,4,32,37,0.866313713865,52.4166666667
50063,6997,7,36,20,2.27173743342,85.2777777778
50063,4301,6,9,45,1.40567805525,55.5833333333
50063,3535,3,34,11,2.60307418943,93.1388888889
50063,3517,5,2,19,1.57134643325,60.7777777778
50063,1925,2,33,30,0.529360865287,51.8888888889
50061,1476,1,35,30,0.0,0.0
50061,3694,7,40,23,1.87126128042,87.9722222222
50061,1745,4,31,30,0.0,0.0
50061,2656,3,34,41,0.529360865287,88.8055555556
50061,3056,5,11,23,0.0,0.0
50061,20263,8,15,16,1.88735181444,70.1111111111
50061,1290,2,29,11,0.0,0.0
50061,17929,9,32,21,0.95104566058,7.41666666667
50061,2479,6,41,19,0.0,0.0
50063,2165,7,43,1,0.0,0.0
50063,2669,6,26,12,0.998845535995,98.1111111111
50063,21752,9,31,26,1.85923653617,67.3888888889
50063,1919,3,46,2,0.0,0.0
50063,1246,4,17,7,0.0,0.0
50063,587,1,28,6,0.0,0.0
50063,980,2,18,8,0.0,0.0
50063,2673,5,29,30,0.795040279385,78.8888888889
50063,5063,8,29,17,1.54438145772,82.75
50047,6251,6,12,35,0.989587521222,87.7777777778
50047,40390,9,16,8,1.57134643325,37.4166666667
50047,2222,2,11,49,0.0,0.0
50047,7564,7,57,1,0.0,0.0
50047,1260,1,37,36,0.0,0.0
50047,48522,8,54,34,2.14712515851,67.1388888889
50047,5024,3,25,20,0.0,0.0
50047,7629,5,22,19,0.970950594455,84.7777777778
50047,2616,4,28,42,0.0,0.0
50013,3280,6,18,21,0.0,0.0
50013,4171,7,38,19,1.60385618977,83.3333333333
50013,57895,8,51,45,1.09543127956,17.0555555556
50013,2058,2,20,40,0.0,0.0
50013,3038,5,10,24,0.0,0.0
50013,2022,4,2,4,0.0,0.0
50013,36573,9,29,50,2.09287868934,87.5277777778
50013,4437,3,17,56,1.98504641728,94.6666666667
50013,1416,1,58,49,0.0,0.0
50047,22164,8,56,20,1.46438145772,22.6666666667
50047,9319,7,16,0,0.918295834054,38.3611111111
50047,2912,2,19,45,0.0,0.0
50047,41003,9,46,22,1.81134643325,41.2777777778
50047,12529,5,31,7,1.18296619547,36.9722222222
50047,7843,3,38,18,1.38825903574,97.5833333333
50047,1453,1,14,59,0.0,0.0
50047,9589,6,3,37,0.95104566058,43.3333333333
50047,2763,4,38,48,0.0,0.0
50047,8577,7,0,49,0.996791631982,37.8055555556
50047,672,1,16,43,0.904381457724,95.8611111111
50047,5953,6,18,27,0.721928094887,67.0
50047,516,4,26,16,0.0,0.0
50047,9371,3,9,34,0.866313713865,27.6388888889
50047,4869,5,8,0,0.0,0.0
50047,852,2,24,20,0.0,0.0
50047,18796,9,58,36,1.69546184424,28.3611111111
50047,24719,8,25,23,1.33543127956,20.3888888889
50061,4408,8,24,23,1.02631371386,37.3611111111
50061,2856,7,31,29,0.529360865287,51.1111111111
50061,2747,3,40,27,0.998845535995,81.6944444444
50061,1482,2,27,18,0.0,0.0
50061,2917,6,43,26,1.42696081427,90.0833333333
50061,1953,4,49,21,0.0,0.0
50061,2970,9,33,22,0.795040279385,53.5
50061,1004,1,43,2,0.0,0.0
50061,2937,5,33,22,0.721928094887,54.7222222222
50048,3432,4,52,30,0.402179190202,79.3055555556
50048,16700,9,8,30,1.40410745139,34.6111111111
50048,1888,1,57,21,0.0,0.0
50048,4836,7,13,39,0.916118213778,37.0833333333
50048,5061,5,6,41,0.529360865287,9.22222222222
50048,4777,6,0,32,1.7464657985,93.4722222222
50048,5010,3,26,27,0.764114054554,22.2222222222
50048,19904,8,27,24,1.93923653617,84.4444444444
50048,1929,2,1,35,0.0,0.0
50063,1804,6,4,30,0.0,0.0
50063,572,1,27,4,0.0,0.0
50063,1460,3,38,24,0.0,0.0
50063,1298,2,42,52,0.0,0.0
50063,5386,9,23,20,1.48151018874,59.6666666667
50063,2962,7,28,15,1.02631371386,52.1666666667
50063,1643,4,34,34,0.0,0.0
50063,2791,8,21,21,1.37131468865,72.6388888889
50063,2939,5,26,18,0.794309554641,41.6388888889
50065,1925,1,52,31,0.0,0.0
50065,3557,6,29,48,0.634309554641,60.3055555556
50065,2146,4,43,9,0.0,0.0
50065,23299,9,27,14,1.40151018874,15.9444444444
50065,4135,5,41,24,0.85545081056,73.0833333333
50065,16029,8,32,17,1.6194705708,30.8333333333
50065,4865,7,31,31,1.18296619547,70.3611111111
50065,2590,3,21,28,0.0,0.0
50065,1461,2,13,41,0.0,0.0
50063,1160,1,42,32,0.0,0.0
50063,1138,2,30,47,0.0,0.0
50063,3205,3,9,31,1.81134643325,87.8055555556
50063,14676,9,27,13,0.795040279385,10.7222222222
50063,2197,5,36,51,0.529360865287,54.6111111111
50063,8542,8,29,9,1.24151018874,35.4166666667
50063,3098,6,31,21,1.03504027938,48.5277777778
50063,1914,4,22,38,0.0,0.0
50063,3234,7,11,17,1.14523577947,55.0277777778
50062,94644,9,36,42,1.09543127956,37.3888888889
50062,4271,6,45,58,0.0,0.0
50062,4276,5,45,27,0.402179190202,88.9444444444
50062,12926,3,58,18,0.0,0.0
50062,2231,4,5,25,0.0,0.0
50062,5539,7,39,3,0.0,0.0
50062,1836,2,34,19,0.0,0.0
50062,1558,1,42,52,0.0,0.0
50062,50338,8,54,2,1.57366068969,50.9722222222
50062,11894,6,27,38,1.52192809489,98.7777777778
50062,6311,4,15,31,0.0,0.0
50062,9639,5,26,33,0.970950594455,83.5
50062,1749,1,39,43,0.0,0.0
50062,14997,7,59,6,0.836640741941,53.9444444444
50062,2739,2,51,9,0.0,0.0
50062,13509,3,39,22,0.942683189255,78.8611111111
50065,61892,9,33,37,1.89366068969,49.1388888889
50065,2889,4,18,24,0.721928094887,84.1388888889
50065,3992,3,44,3,0.904381457724,39.75
50065,3122,6,8,11,0.989587521222,86.9444444444
50065,32662,8,36,0,2.1055872617,65.5555555556
50065,1262,1,48,23,0.0,0.0
50065,3212,5,26,28,1.43962753634,97.2222222222
50065,4080,7,28,41,2.36735181444,99.8888888889
50065,2654,2,16,23,0.989587521222,98.5277777778
50060,5645,7,14,14,1.97972183241,78.4722222222
50060,1712,2,3,54,0.0,0.0
50060,10452,9,38,19,1.80307418943,69.4722222222
50060,10455,8,43,24,1.67533621343,59.9166666667
50060,3578,5,21,38,1.93524191736,87.5277777778
50060,2872,4,12,29,0.996118213778,46.3055555556
50060,1605,1,40,44,0.0,0.0
50060,3549,6,10,13,2.23111977731,96.25
50060,4768,3,15,25,1.70952633232,68.6388888889
50060,1350,4,51,33,0.0,0.0
50060,23627,9,31,29,2.17524191736,71.3888888889
50060,2044,3,32,34,0.0,0.0
50060,863,2,46,29,0.0,0.0
50060,1387,1,44,27,0.0,0.0
50060,2955,7,27,17,0.0,0.0
50060,2584,6,34,19,0.0,0.0
50060,16229,8,52,27,1.51418595764,35.8333333333
50060,2513,5,8,19,0.0,0.0
50065,1792,4,59,16,0.0,0.0
50065,1056,1,52,39,0.0,0.0
50065,36344,8,31,44,1.45131468865,37.1944444444
50065,2919,6,15,24,0.989587521222,98.7777777778
50065,3536,7,26,26,0.634309554641,56.2777777778
50065,35672,9,35,54,1.57366068969,44.1388888889
50065,3142,5,19,14,0.795040279385,88.8333333333
50065,2770,3,17,22,0.0,0.0
50065,1368,2,59,19,0.0,0.0
50047,604,1,31,23,0.0,0.0
50047,1472,2,20,32,0.0,0.0
50047,17265,7,25,18,1.25972183241,83.0833333333
50047,6825,5,1,40,0.286396957116,52.3333333333
50047,52274,8,50,44,1.72735181444,76.9166666667
50047,1091,4,51,8,0.0,0.0
50047,6464,6,27,31,0.970950594455,82.75
50047,3414,3,20,32,0.0,0.0
50047,68064,9,58,43,2.45887184845,92.9722222222
50013,3560,5,42,42,1.16399045755,89.2777777778
50013,5505,8,22,21,1.35418595764,38.2777777778
50013,854,1,5,43,0.0,0.0
50013,2556,4,36,35,0.0,0.0
50013,12851,9,14,4,1.97868857045,55.3611111111
50013,4824,7,53,2,0.0,0.0
50013,1513,2,42,5,0.0,0.0
50013,3848,3,3,21,0.0,0.0
50013,3757,6,29,10,0.0,0.0
50013,2920,7,9,15,1.51662381108,91.8333333333
50013,46815,8,49,40,2.12943203625,65.8333333333
50013,2526,4,8,59,0.0,0.0
50013,5232,3,20,37,2.07430295147,78.4166666667
50013,892,1,39,17,0.0,0.0
50013,1257,2,56,14,0.0,0.0
50013,4045,6,31,18,1.33543127956,42.25
50013,37948,9,47,41,1.73366068969,45.6111111111
50013,4508,5,29,5,1.90371645121,78.5277777778
50063,2859,5,8,6,0.795040279385,54.6666666667
50063,1319,1,20,56,0.0,0.0
50063,2916,7,21,28,1.17712456976,80.5555555556
50063,2267,4,21,33,0.0,0.0
50063,6043,8,27,19,1.3834651896,39.6944444444
50063,6822,9,35,17,1.37131468865,39.2777777778
50063,2575,6,22,28,0.242292189082,64.0555555556
50063,1260,2,30,38,0.0,0.0
50063,2713,3,28,37,0.634309554641,57.8611111111
50063,1388,4,34,52,0.242292189082,99.3055555556
50063,881,2,29,54,0.0,0.0
50063,3970,7,26,31,1.48151018874,77.8333333333
50063,1006,1,21,31,0.0,0.0
50063,3065,5,9,9,0.904381457724,67.8333333333
50063,21932,9,30,19,1.94952633232,74.1388888889
50063,2307,3,13,50,0.0,0.0
50063,2726,6,23,31,0.639556365374,55.4722222222
50063,24851,8,37,13,0.996118213778,28.9166666667
50061,2278,5,27,9,0.0,0.0
50061,1074,1,57,24,0.0,0.0
50061,1286,2,9,46,0.0,0.0
50061,3853,7,24,14,0.0,0.0
50061,21179,8,26,19,1.31999583875,25.9722222222
50061,2234,6,27,18,0.0,0.0
50061,10180,9,24,5,1.51418595764,57.4444444444
50061,2100,4,19,16,0.0,0.0
50061,7203,3,19,24,1.75933083224,77.1944444444
50061,3748,3,17,12,0.0,0.0
50061,675,1,24,11,0.0,0.0
50061,7641,8,25,19,0.95104566058,29.3333333333
50061,1687,2,6,16,0.0,0.0
50061,3727,7,28,1,0.0,0.0
50061,4457,5,27,15,0.0,0.0
50061,3666,6,29,3,0.0,0.0
50061,2416,4,7,13,0.0,0.0
50061,6031,9,23,38,2.03248768917,78.1944444444
50048,3417,4,47,22,0.0,0.0
50048,5039,7,45,21,0.904381457724,58.7222222222
50048,19777,9,45,52,1.70438145772,39.1111111111
50048,4620,3,50,32,0.998845535995,94.1944444444
50048,2289,1,52,18,0.0,0.0
50048,4913,5,52,43,0.970950594455,81.3055555556
50048,848,2,3,59,0.0,0.0
50048,14807,8,39,37,1.31999583875,22.4722222222
50048,4037,6,54,24,0.989587521222,94.3888888889
50048,4029,7,21,46,0.764114054554,26.3611111111
50048,13628,8,34,16,1.25543127956,43.3055555556
50048,911,2,22,10,0.0,0.0
50048,840,1,22,10,0.0,0.0
50048,2638,5,29,50,0.998845535995,95.0277777778
50048,10088,9,17,45,1.59962753634,64.0555555556
50048,2567,3,59,14,0.996791631982,94.2777777778
50048,3026,6,50,19,1.15854883189,94.1388888889
50048,1773,4,35,12,0.0,0.0
50061,7108,9,9,16,1.02631371386,20.0
50061,1234,2,53,34,0.0,0.0
50061,3232,3,11,19,1.09712456976,74.7777777778
50061,3794,7,34,10,0.874309554641,59.5
50061,1389,4,52,37,0.0,0.0
50061,1503,1,52,30,0.0,0.0
50061,1996,6,41,35,0.0,0.0
50061,4927,8,32,13,0.866313713865,46.7777777778
50061,3143,5,29,31,1.12385618977,76.3055555556
50048,1647,4,34,47,1.07832207955,94.8333333333
50048,13324,8,50,17,0.866313713865,1.58333333333
50048,4046,3,23,11,1.78952633232,49.7222222222
50048,4188,7,25,34,1.18631371386,18.5555555556
50048,951,1,54,20,0.0,0.0
50048,2047,2,8,47,0.0,0.0
50048,58258,9,19,5,2.22771107002,60.4722222222
50048,4217,6,30,36,1.84385618977,52.6666666667
50048,3303,5,35,26,1.68385618977,50.2777777778
50047,1240,1,19,40,0.0,0.0
50047,2491,4,21,13,0.0,0.0
50047,15689,3,10,34,0.916118213778,12.3611111111
